latitude,longitude,value,date,variable
28.0,96.5,4.891115968315502e-05,2021-02-15,hcho
28.0,97.0,4.49945976755233e-05,2021-02-15,hcho
28.0,97.5,5.3426220064929034e-05,2021-02-15,hcho
28.5,67.0,4.7856313658354874e-05,2021-02-15,hcho
28.5,67.5,4.145789891674342e-05,2021-02-15,hcho
28.5,68.0,4.693283307461545e-05,2021-02-15,hcho
28.5,68.5,4.042168869592047e-05,2021-02-15,hcho
28.5,69.0,4.1842134190923974e-05,2021-02-15,hcho
28.5,69.5,4.8649107219840734e-05,2021-02-15,hcho
28.5,70.0,3.950194374051461e-05,2021-02-15,hcho
28.5,70.5,5.010955288239311e-05,2021-02-15,hcho
28.5,71.0,4.425545843364992e-05,2021-02-15,hcho
28.5,71.5,4.355556909480512e-05,2021-02-15,hcho
28.5,72.0,4.7137824209402015e-05,2021-02-15,hcho
28.5,72.5,3.769214638747302e-05,2021-02-15,hcho
28.5,73.0,4.321474047837229e-05,2021-02-15,hcho
28.5,73.5,4.292025564261242e-05,2021-02-15,hcho
28.5,74.0,4.3075720695976886e-05,2021-02-15,hcho
28.5,74.5,5.342218642117723e-05,2021-02-15,hcho
28.5,75.0,5.124980995506599e-05,2021-02-15,hcho
28.5,75.5,4.5829303530622767e-05,2021-02-15,hcho
28.5,76.0,5.244762730281386e-05,2021-02-15,hcho
28.5,76.5,4.057977971354718e-05,2021-02-15,hcho
28.5,77.0,4.1672710226464815e-05,2021-02-15,hcho
28.5,77.5,4.126640744298889e-05,2021-02-15,hcho
28.5,78.0,5.21045531280615e-05,2021-02-15,hcho
28.5,78.5,4.8350015171854424e-05,2021-02-15,hcho
28.5,79.0,4.5676458533156114e-05,2021-02-15,hcho
28.5,79.5,4.135866032393325e-05,2021-02-15,hcho
28.5,80.0,4.4495642301911995e-05,2021-02-15,hcho
28.5,80.5,4.50692341471814e-05,2021-02-15,hcho
28.5,81.0,4.4640100864282183e-05,2021-02-15,hcho
28.5,81.5,4.998011803033701e-05,2021-02-15,hcho
28.5,82.0,5.140132689484155e-05,2021-02-15,hcho
28.5,82.5,4.1119840910592255e-05,2021-02-15,hcho
28.5,83.0,4.734887993225538e-05,2021-02-15,hcho
28.5,83.5,5.073986782423271e-05,2021-02-15,hcho
28.5,84.0,3.888436608505251e-05,2021-02-15,hcho
28.5,84.5,4.051769383688175e-05,2021-02-15,hcho
28.5,85.0,4.1044698634252536e-05,2021-02-15,hcho
28.5,85.5,4.381923796868117e-05,2021-02-15,hcho
28.5,86.0,4.5201857878671824e-05,2021-02-15,hcho
28.5,86.5,4.210604981782682e-05,2021-02-15,hcho
28.5,87.0,4.4429782999039295e-05,2021-02-15,hcho
28.5,87.5,4.9986127375408925e-05,2021-02-15,hcho
28.5,88.0,5.0672413705043014e-05,2021-02-15,hcho
28.5,88.5,4.93124952887705e-05,2021-02-15,hcho
28.5,89.0,4.1788855255135085e-05,2021-02-15,hcho
28.5,89.5,4.7777802810777105e-05,2021-02-15,hcho
28.5,90.0,4.404064455550817e-05,2021-02-15,hcho
28.5,90.5,3.918055589148003e-05,2021-02-15,hcho
28.5,91.0,4.220274946028505e-05,2021-02-15,hcho
28.5,91.5,4.845430926998635e-05,2021-02-15,hcho
28.5,92.0,4.8196000444748836e-05,2021-02-15,hcho
28.5,92.5,3.628362823578737e-05,2021-02-15,hcho
28.5,93.0,4.482553861933686e-05,2021-02-15,hcho
28.5,93.5,4.578462364358975e-05,2021-02-15,hcho
28.5,94.0,4.5085956494748524e-05,2021-02-15,hcho
28.5,94.5,5.5312653039241865e-05,2021-02-15,hcho
28.5,95.0,4.141978971541981e-05,2021-02-15,hcho
28.5,95.5,4.6219307455792975e-05,2021-02-15,hcho
28.5,96.0,5.0711430953483155e-05,2021-02-15,hcho
28.5,96.5,4.010074772229591e-05,2021-02-15,hcho
28.5,97.0,4.514949356370832e-05,2021-02-15,hcho
28.5,97.5,5.000002876016107e-05,2021-02-15,hcho
29.0,67.0,4.294454127554428e-05,2021-02-15,hcho
29.0,67.5,4.539028339664797e-05,2021-02-15,hcho
29.0,68.0,4.201447191573061e-05,2021-02-15,hcho
29.0,68.5,4.586109320355181e-05,2021-02-15,hcho
29.0,69.0,4.405230554167393e-05,2021-02-15,hcho
29.0,69.5,4.108735378597673e-05,2021-02-15,hcho
29.0,70.0,4.1862742296746585e-05,2021-02-15,hcho
29.0,70.5,4.24129907774277e-05,2021-02-15,hcho
29.0,71.0,4.820332589042245e-05,2021-02-15,hcho
29.0,71.5,4.562141384655215e-05,2021-02-15,hcho
29.0,72.0,4.6683573718544725e-05,2021-02-15,hcho
29.0,72.5,4.274894839169372e-05,2021-02-15,hcho
29.0,73.0,3.479507957823448e-05,2021-02-15,hcho
29.0,73.5,4.575161967828268e-05,2021-02-15,hcho
29.0,74.0,4.823460911409372e-05,2021-02-15,hcho
29.0,74.5,4.621412495223134e-05,2021-02-15,hcho
29.0,75.0,4.105495074080012e-05,2021-02-15,hcho
29.0,75.5,4.189098308449762e-05,2021-02-15,hcho
29.0,76.0,3.304631598258251e-05,2021-02-15,hcho
29.0,76.5,4.191380075007456e-05,2021-02-15,hcho
29.0,77.0,4.41357669528321e-05,2021-02-15,hcho
29.0,77.5,4.2320386777332196e-05,2021-02-15,hcho
29.0,78.0,4.128478170706624e-05,2021-02-15,hcho
29.0,78.5,4.309083189642789e-05,2021-02-15,hcho
29.0,79.0,4.370906940173876e-05,2021-02-15,hcho
29.0,79.5,4.6541207342631475e-05,2021-02-15,hcho
29.0,80.0,4.477705695291269e-05,2021-02-15,hcho
29.0,80.5,3.925216760464782e-05,2021-02-15,hcho
29.0,81.0,4.307221325134815e-05,2021-02-15,hcho
29.0,81.5,3.721707976044692e-05,2021-02-15,hcho
29.0,82.0,4.62092603967954e-05,2021-02-15,hcho
29.0,82.5,4.885401762867679e-05,2021-02-15,hcho
29.0,83.0,4.484559269974024e-05,2021-02-15,hcho
29.0,83.5,4.435573465910265e-05,2021-02-15,hcho
29.0,84.0,5.191012614262681e-05,2021-02-15,hcho
29.0,84.5,4.985580902309744e-05,2021-02-15,hcho
29.0,85.0,4.715716249522528e-05,2021-02-15,hcho
29.0,85.5,4.3269484131557904e-05,2021-02-15,hcho
29.0,86.0,3.78943369345028e-05,2021-02-15,hcho
29.0,86.5,4.9118403142957026e-05,2021-02-15,hcho
29.0,87.0,4.7268492860285396e-05,2021-02-15,hcho
29.0,87.5,5.4538659788194564e-05,2021-02-15,hcho
29.0,88.0,4.8269942659291555e-05,2021-02-15,hcho
29.0,88.5,4.035709875305224e-05,2021-02-15,hcho
29.0,89.0,4.462133239505268e-05,2021-02-15,hcho
29.0,89.5,4.474869337102243e-05,2021-02-15,hcho
29.0,90.0,4.1070834989244046e-05,2021-02-15,hcho
29.0,90.5,4.897993642910514e-05,2021-02-15,hcho
29.0,91.0,4.693963833103367e-05,2021-02-15,hcho
29.0,91.5,4.443773021107619e-05,2021-02-15,hcho
29.0,92.0,4.623251363338091e-05,2021-02-15,hcho
29.0,92.5,4.695769123245627e-05,2021-02-15,hcho
29.0,93.0,5.862014844138048e-05,2021-02-15,hcho
29.0,93.5,4.191850266397018e-05,2021-02-15,hcho
29.0,94.0,3.986226666276252e-05,2021-02-15,hcho
29.0,94.5,3.7003817137716254e-05,2021-02-15,hcho
29.0,95.0,4.0158875051305515e-05,2021-02-15,hcho
29.0,95.5,3.660489494747972e-05,2021-02-15,hcho
29.0,96.0,5.235892207768135e-05,2021-02-15,hcho
29.0,96.5,4.7298346412597955e-05,2021-02-15,hcho
29.0,97.0,4.80151834210468e-05,2021-02-15,hcho
29.0,97.5,5.074857588864588e-05,2021-02-15,hcho
29.5,67.0,4.588235439141154e-05,2021-02-15,hcho
29.5,67.5,5.165317772313683e-05,2021-02-15,hcho
29.5,68.0,5.026330669348312e-05,2021-02-15,hcho
29.5,68.5,4.688665831991869e-05,2021-02-15,hcho
29.5,69.0,5.282532952416941e-05,2021-02-15,hcho
29.5,69.5,4.77832455836215e-05,2021-02-15,hcho
29.5,70.0,4.4246257813852816e-05,2021-02-15,hcho
29.5,70.5,4.893777748339646e-05,2021-02-15,hcho
29.5,71.0,4.4021872530708794e-05,2021-02-15,hcho
29.5,71.5,4.500774228498319e-05,2021-02-15,hcho
29.5,72.0,4.306988707547041e-05,2021-02-15,hcho
29.5,72.5,4.533410221620922e-05,2021-02-15,hcho
29.5,73.0,4.691179502417718e-05,2021-02-15,hcho
29.5,73.5,5.749067677789264e-05,2021-02-15,hcho
29.5,74.0,3.7162366184166114e-05,2021-02-15,hcho
29.5,74.5,4.674435079230795e-05,2021-02-15,hcho
29.5,75.0,4.723180883260199e-05,2021-02-15,hcho
29.5,75.5,4.198404611334203e-05,2021-02-15,hcho
29.5,76.0,4.3354974349106496e-05,2021-02-15,hcho
29.5,76.5,4.316746223668412e-05,2021-02-15,hcho
29.5,77.0,4.805854356769332e-05,2021-02-15,hcho
29.5,77.0,20.826847631235367,2021-02-15,frp
29.5,77.5,4.794740516819883e-05,2021-02-15,hcho
29.5,78.0,3.205905396005564e-05,2021-02-15,hcho
29.5,78.5,4.552572615736093e-05,2021-02-15,hcho
29.5,79.0,4.0101096931007736e-05,2021-02-15,hcho
29.5,79.5,3.8537704165402e-05,2021-02-15,hcho
29.5,80.0,4.83831792598621e-05,2021-02-15,hcho
29.5,80.5,4.508928903152711e-05,2021-02-15,hcho
29.5,81.0,4.705614614467839e-05,2021-02-15,hcho
29.5,81.5,4.769550352600898e-05,2021-02-15,hcho
29.5,82.0,3.925128225428113e-05,2021-02-15,hcho
29.5,82.5,4.792350973184191e-05,2021-02-15,hcho
29.5,83.0,4.3419749683064046e-05,2021-02-15,hcho
29.5,83.5,3.742142600407096e-05,2021-02-15,hcho
29.5,84.0,4.7455722396309756e-05,2021-02-15,hcho
29.5,84.5,4.9373526257057886e-05,2021-02-15,hcho
29.5,85.0,4.544184543876905e-05,2021-02-15,hcho
29.5,85.5,4.507510674775363e-05,2021-02-15,hcho
29.5,86.0,4.036046621662105e-05,2021-02-15,hcho
29.5,86.5,4.21783063644332e-05,2021-02-15,hcho
29.5,87.0,4.48179290275418e-05,2021-02-15,hcho
29.5,87.5,4.5355070440821635e-05,2021-02-15,hcho
29.5,88.0,4.3765588485285044e-05,2021-02-15,hcho
29.5,88.5,4.8850300116393605e-05,2021-02-15,hcho
29.5,89.0,4.639137973711638e-05,2021-02-15,hcho
29.5,89.5,4.9456620630395975e-05,2021-02-15,hcho
29.5,90.0,4.432729419558054e-05,2021-02-15,hcho
29.5,90.5,4.429499203443709e-05,2021-02-15,hcho
29.5,91.0,4.831903876377822e-05,2021-02-15,hcho
29.5,91.5,3.899010148498277e-05,2021-02-15,hcho
29.5,92.0,5.811884241283462e-05,2021-02-15,hcho
29.5,92.5,4.0342875813072464e-05,2021-02-15,hcho
29.5,93.0,3.984303248950419e-05,2021-02-15,hcho
29.5,93.5,4.912745470161414e-05,2021-02-15,hcho
29.5,94.0,4.6740051491795104e-05,2021-02-15,hcho
29.5,94.5,4.753325700196757e-05,2021-02-15,hcho
29.5,95.0,4.445295251430224e-05,2021-02-15,hcho
29.5,95.5,3.92198361579129e-05,2021-02-15,hcho
29.5,96.0,5.239567508620844e-05,2021-02-15,hcho
29.5,96.5,4.888555502210558e-05,2021-02-15,hcho
29.5,97.0,4.0938341227472215e-05,2021-02-15,hcho
29.5,97.5,4.8382505628969045e-05,2021-02-15,hcho
30.0,67.0,4.0342032315401936e-05,2021-02-15,hcho
30.0,67.5,4.100562968565756e-05,2021-02-15,hcho
30.0,68.0,4.138066382240902e-05,2021-02-15,hcho
30.0,68.5,3.953562345289078e-05,2021-02-15,hcho
30.0,69.0,4.3372142852863745e-05,2021-02-15,hcho
30.0,69.5,4.79452409811264e-05,2021-02-15,hcho
30.0,70.0,4.519517397298716e-05,2021-02-15,hcho
30.0,70.5,4.650008294023679e-05,2021-02-15,hcho
30.0,71.0,4.421943789247611e-05,2021-02-15,hcho
30.0,71.5,3.3408926785805756e-05,2021-02-15,hcho
30.0,72.0,5.4954761607403685e-05,2021-02-15,hcho
30.0,72.5,4.891196348648949e-05,2021-02-15,hcho
30.0,73.0,4.4484855065144235e-05,2021-02-15,hcho
30.0,73.5,3.7654972824916966e-05,2021-02-15,hcho
30.0,74.0,4.628606203851594e-05,2021-02-15,hcho
30.0,74.5,4.2975831925602024e-05,2021-02-15,hcho
30.0,75.0,4.394552365031181e-05,2021-02-15,hcho
30.0,75.5,4.78227829489235e-05,2021-02-15,hcho
30.0,76.0,4.495172304939184e-05,2021-02-15,hcho
30.0,76.5,5.002527165073543e-05,2021-02-15,hcho
30.0,77.0,4.080803098418548e-05,2021-02-15,hcho
30.0,77.5,3.54263238889728e-05,2021-02-15,hcho
30.0,78.0,4.275794124340535e-05,2021-02-15,hcho
30.0,78.5,4.095302976307841e-05,2021-02-15,hcho
30.0,79.0,4.55478289432534e-05,2021-02-15,hcho
30.0,79.5,3.8847139712149994e-05,2021-02-15,hcho
30.0,80.0,4.0813428946397855e-05,2021-02-15,hcho
30.0,80.5,4.5756646335175404e-05,2021-02-15,hcho
30.0,81.0,4.1772555629906525e-05,2021-02-15,hcho
30.0,81.5,4.825268277466593e-05,2021-02-15,hcho
30.0,82.0,3.8938342516176174e-05,2021-02-15,hcho
30.0,82.5,3.7337482943032325e-05,2021-02-15,hcho
30.0,83.0,4.6355948170127536e-05,2021-02-15,hcho
30.0,83.5,3.66163418814876e-05,2021-02-15,hcho
30.0,84.0,3.409044556012267e-05,2021-02-15,hcho
30.0,84.5,3.72609343822153e-05,2021-02-15,hcho
30.0,85.0,4.868671777624092e-05,2021-02-15,hcho
30.0,85.5,4.008381586669902e-05,2021-02-15,hcho
30.0,86.0,4.1079237557385815e-05,2021-02-15,hcho
30.0,86.5,4.675014350687935e-05,2021-02-15,hcho
30.0,87.0,4.783116733011833e-05,2021-02-15,hcho
30.0,87.5,4.688338237373176e-05,2021-02-15,hcho
30.0,88.0,4.634046658158157e-05,2021-02-15,hcho
30.0,88.5,3.976972632333322e-05,2021-02-15,hcho
30.0,89.0,4.354286457766991e-05,2021-02-15,hcho
30.0,89.5,3.6573513579099804e-05,2021-02-15,hcho
30.0,90.0,4.1351754454551036e-05,2021-02-15,hcho
30.0,90.5,3.488941235459186e-05,2021-02-15,hcho
30.0,91.0,4.825945292938084e-05,2021-02-15,hcho
30.0,91.5,4.1083374337998166e-05,2021-02-15,hcho
30.0,92.0,4.3388237458341034e-05,2021-02-15,hcho
30.0,92.5,5.339266678795704e-05,2021-02-15,hcho
30.0,93.0,4.039902033650433e-05,2021-02-15,hcho
30.0,93.5,4.89596953169716e-05,2021-02-15,hcho
30.0,94.0,3.624394570887998e-05,2021-02-15,hcho
30.0,94.5,3.7656974908919896e-05,2021-02-15,hcho
30.0,95.0,4.3279599677248475e-05,2021-02-15,hcho
30.0,95.5,4.354180897430297e-05,2021-02-15,hcho
30.0,96.0,4.832090035104896e-05,2021-02-15,hcho
30.0,96.5,4.428051141451327e-05,2021-02-15,hcho
30.0,97.0,4.350010672945956e-05,2021-02-15,hcho
30.0,97.5,3.932633592372676e-05,2021-02-15,hcho
30.5,67.0,4.799987684435811e-05,2021-02-15,hcho
30.5,67.5,4.109625756853712e-05,2021-02-15,hcho
30.5,68.0,3.8628729015786984e-05,2021-02-15,hcho
30.5,68.5,3.797086055323427e-05,2021-02-15,hcho
30.5,69.0,4.2440535610628766e-05,2021-02-15,hcho
30.5,69.5,3.5022813176550216e-05,2021-02-15,hcho
30.5,70.0,3.5340087345112084e-05,2021-02-15,hcho
30.5,70.5,3.5330900082996914e-05,2021-02-15,hcho
30.5,71.0,5.0881923282484635e-05,2021-02-15,hcho
30.5,71.5,4.92929059881069e-05,2021-02-15,hcho
30.5,72.0,3.756779784915076e-05,2021-02-15,hcho
30.5,72.5,3.194632124467009e-05,2021-02-15,hcho
30.5,73.0,4.341387777959074e-05,2021-02-15,hcho
30.5,73.5,4.553616230703541e-05,2021-02-15,hcho
30.5,74.0,4.408781261162846e-05,2021-02-15,hcho
30.5,74.5,3.624709518714748e-05,2021-02-15,hcho
30.5,75.0,3.820928422963188e-05,2021-02-15,hcho
30.5,75.5,4.332907518842804e-05,2021-02-15,hcho
30.5,76.0,3.519515715031365e-05,2021-02-15,hcho
30.5,76.5,4.760903752729175e-05,2021-02-15,hcho
30.5,77.0,3.61215475075267e-05,2021-02-15,hcho
30.5,77.5,4.277765056459543e-05,2021-02-15,hcho
30.5,78.0,4.631802808277186e-05,2021-02-15,hcho
30.5,78.5,4.69701044019961e-05,2021-02-15,hcho
30.5,79.0,4.705368655791861e-05,2021-02-15,hcho
30.5,79.5,3.840840852565217e-05,2021-02-15,hcho
30.5,80.0,3.8943286915162706e-05,2021-02-15,hcho
30.5,80.5,4.3772400245653725e-05,2021-02-15,hcho
30.5,81.0,4.534983555948096e-05,2021-02-15,hcho
30.5,81.5,4.5099984724405285e-05,2021-02-15,hcho
30.5,82.0,4.5728903668791625e-05,2021-02-15,hcho
30.5,82.5,4.4429304248024714e-05,2021-02-15,hcho
30.5,83.0,4.346816379427581e-05,2021-02-15,hcho
30.5,83.5,3.879448172466141e-05,2021-02-15,hcho
30.5,84.0,4.3615831224825985e-05,2021-02-15,hcho
30.5,84.5,5.017940278624987e-05,2021-02-15,hcho
30.5,85.0,4.0523606167545606e-05,2021-02-15,hcho
30.5,85.5,4.006168787024289e-05,2021-02-15,hcho
30.5,86.0,4.489697373106487e-05,2021-02-15,hcho
30.5,86.5,3.611738271945154e-05,2021-02-15,hcho
30.5,87.0,4.271934547427828e-05,2021-02-15,hcho
30.5,87.5,4.736849434478344e-05,2021-02-15,hcho
30.5,88.0,4.276288064848993e-05,2021-02-15,hcho
30.5,88.5,4.2732421691674144e-05,2021-02-15,hcho
30.5,89.0,3.2066976578182214e-05,2021-02-15,hcho
30.5,89.0,26.689727350499435,2021-02-15,frp
30.5,89.5,4.0636876322985445e-05,2021-02-15,hcho
30.5,90.0,4.644603005347976e-05,2021-02-15,hcho
30.5,90.5,3.9539990428742074e-05,2021-02-15,hcho
30.5,91.0,3.714734000322028e-05,2021-02-15,hcho
30.5,91.5,4.1296921253267525e-05,2021-02-15,hcho
30.5,92.0,5.090855696307547e-05,2021-02-15,hcho
30.5,92.5,3.8891064320466444e-05,2021-02-15,hcho
30.5,93.0,3.9012379907517376e-05,2021-02-15,hcho
30.5,93.5,4.623770013966364e-05,2021-02-15,hcho
30.5,94.0,4.1176251805124976e-05,2021-02-15,hcho
30.5,94.5,4.175805469024365e-05,2021-02-15,hcho
30.5,95.0,4.8902722934764434e-05,2021-02-15,hcho
30.5,95.5,4.863900616031571e-05,2021-02-15,hcho
30.5,96.0,4.115385263943863e-05,2021-02-15,hcho
30.5,96.5,4.462661182933044e-05,2021-02-15,hcho
30.5,97.0,4.583944252100354e-05,2021-02-15,hcho
30.5,97.5,3.906943090580636e-05,2021-02-15,hcho
31.0,67.0,3.3015666519725014e-05,2021-02-15,hcho
31.0,67.5,4.6555478559387245e-05,2021-02-15,hcho
31.0,68.0,3.937653547946319e-05,2021-02-15,hcho
31.0,68.5,4.122623625433143e-05,2021-02-15,hcho
31.0,69.0,3.787646481323035e-05,2021-02-15,hcho
31.0,69.5,4.647951591303441e-05,2021-02-15,hcho
31.0,70.0,4.260551859832341e-05,2021-02-15,hcho
31.0,70.5,4.042906390394324e-05,2021-02-15,hcho
31.0,71.0,4.111150467136466e-05,2021-02-15,hcho
31.0,71.5,4.811904088484211e-05,2021-02-15,hcho
31.0,72.0,4.0834553185153774e-05,2021-02-15,hcho
31.0,72.5,4.4990845016580513e-05,2021-02-15,hcho
31.0,72.5,17.2992549511701,2021-02-15,frp
31.0,73.0,4.4233505133591905e-05,2021-02-15,hcho
31.0,73.5,3.420967262062753e-05,2021-02-15,hcho
31.0,74.0,5.508865147509054e-05,2021-02-15,hcho
31.0,74.5,4.194846922226527e-05,2021-02-15,hcho
31.0,75.0,4.4484107399984566e-05,2021-02-15,hcho
31.0,75.5,5.3256773128648456e-05,2021-02-15,hcho
31.0,76.0,4.2985484129653795e-05,2021-02-15,hcho
31.0,76.5,3.684013120694027e-05,2021-02-15,hcho
31.0,77.0,3.776570260665667e-05,2021-02-15,hcho
31.0,77.5,4.608220257777267e-05,2021-02-15,hcho
31.0,78.0,4.510577298610929e-05,2021-02-15,hcho
31.0,78.5,4.6183368004025177e-05,2021-02-15,hcho
31.0,79.0,4.393014414956137e-05,2021-02-15,hcho
31.0,79.5,4.3152460920636574e-05,2021-02-15,hcho
31.0,80.0,3.0286317733561413e-05,2021-02-15,hcho
31.0,80.5,4.4664153252864044e-05,2021-02-15,hcho
31.0,81.0,4.285016611593827e-05,2021-02-15,hcho
31.0,81.5,3.581947984081096e-05,2021-02-15,hcho
31.0,82.0,3.7785495847348e-05,2021-02-15,hcho
31.0,82.5,4.540804987613222e-05,2021-02-15,hcho
31.0,83.0,5.338533060140418e-05,2021-02-15,hcho
31.0,83.5,4.641263145738355e-05,2021-02-15,hcho
31.0,84.0,4.939612650021983e-05,2021-02-15,hcho
31.0,84.5,3.386975933711433e-05,2021-02-15,hcho
31.0,85.0,4.677220853194831e-05,2021-02-15,hcho
31.0,85.5,4.4898050528750315e-05,2021-02-15,hcho
31.0,86.0,4.252960629157656e-05,2021-02-15,hcho
31.0,86.5,3.8659978145194545e-05,2021-02-15,hcho
31.0,87.0,4.3361503323867685e-05,2021-02-15,hcho
31.0,87.5,4.569359275730512e-05,2021-02-15,hcho
31.0,88.0,4.127344865918407e-05,2021-02-15,hcho
31.0,88.5,3.75312345831626e-05,2021-02-15,hcho
31.0,89.0,4.842171341889954e-05,2021-02-15,hcho
31.0,89.5,3.971452700801751e-05,2021-02-15,hcho
31.0,90.0,4.2710748771202325e-05,2021-02-15,hcho
31.0,90.5,3.1498774834513834e-05,2021-02-15,hcho
31.0,91.0,3.712027479470443e-05,2021-02-15,hcho
31.0,91.5,4.689549255718366e-05,2021-02-15,hcho
31.0,92.0,4.6443562959768784e-05,2021-02-15,hcho
31.0,92.5,4.330835197458434e-05,2021-02-15,hcho
31.0,93.0,3.2126721958783064e-05,2021-02-15,hcho
31.0,93.5,3.77484950528263e-05,2021-02-15,hcho
31.0,94.0,5.097938719077147e-05,2021-02-15,hcho
31.0,94.5,4.139600706692873e-05,2021-02-15,hcho
31.0,95.0,4.546925118884433e-05,2021-02-15,hcho
31.0,95.5,3.7592303563696026e-05,2021-02-15,hcho
31.0,96.0,4.118260220628833e-05,2021-02-15,hcho
31.0,96.5,3.7652183759248504e-05,2021-02-15,hcho
31.0,97.0,3.9254641181290544e-05,2021-02-15,hcho
31.0,97.5,3.685020924673853e-05,2021-02-15,hcho
31.5,67.0,3.9114569078058526e-05,2021-02-15,hcho
31.5,67.5,3.935614364866331e-05,2021-02-15,hcho
31.5,68.0,4.378525884404683e-05,2021-02-15,hcho
31.5,68.5,3.194242193752553e-05,2021-02-15,hcho
31.5,69.0,3.397720097554879e-05,2021-02-15,hcho
31.5,69.5,4.025192279326568e-05,2021-02-15,hcho
31.5,70.0,3.450554753135309e-05,2021-02-15,hcho
31.5,70.5,3.500731877561e-05,2021-02-15,hcho
31.5,71.0,4.8235783316978055e-05,2021-02-15,hcho
31.5,71.5,4.342820826053898e-05,2021-02-15,hcho
31.5,72.0,3.9135413241509524e-05,2021-02-15,hcho
31.5,72.5,3.637387151313755e-05,2021-02-15,hcho
31.5,73.0,4.871328539929662e-05,2021-02-15,hcho
31.5,73.5,3.3150072897509385e-05,2021-02-15,hcho
31.5,74.0,4.5114971040259434e-05,2021-02-15,hcho
31.5,74.5,4.910079634935252e-05,2021-02-15,hcho
31.5,75.0,4.0288459667866716e-05,2021-02-15,hcho
31.5,75.5,4.2019249999062656e-05,2021-02-15,hcho
31.5,76.0,4.232602669404851e-05,2021-02-15,hcho
31.5,76.5,4.370892687012641e-05,2021-02-15,hcho
31.5,77.0,4.1357900263079623e-05,2021-02-15,hcho
31.5,77.5,4.191259595525349e-05,2021-02-15,hcho
31.5,78.0,3.6232323029253196e-05,2021-02-15,hcho
31.5,78.5,3.095763137416838e-05,2021-02-15,hcho
31.5,79.0,4.4747540559185315e-05,2021-02-15,hcho
31.5,79.5,3.415999703605952e-05,2021-02-15,hcho
31.5,80.0,4.776690145203743e-05,2021-02-15,hcho
31.5,80.5,3.943363148011346e-05,2021-02-15,hcho
31.5,81.0,5.0614225890697966e-05,2021-02-15,hcho
31.5,81.5,4.1860302687947476e-05,2021-02-15,hcho
31.5,82.0,3.794475774449786e-05,2021-02-15,hcho
31.5,82.5,4.3314824959430485e-05,2021-02-15,hcho
31.5,83.0,4.98016433274391e-05,2021-02-15,hcho
31.5,83.5,4.0620592036085894e-05,2021-02-15,hcho
31.5,84.0,4.0370743333445274e-05,2021-02-15,hcho
31.5,84.5,3.993503775444456e-05,2021-02-15,hcho
31.5,85.0,3.7854473650526034e-05,2021-02-15,hcho
31.5,85.5,4.1404308414481384e-05,2021-02-15,hcho
31.5,86.0,2.7378096361152928e-05,2021-02-15,hcho
31.5,86.5,4.21599425790508e-05,2021-02-15,hcho
31.5,87.0,5.049748543525756e-05,2021-02-15,hcho
31.5,87.5,3.795054801237638e-05,2021-02-15,hcho
31.5,88.0,4.855101637357705e-05,2021-02-15,hcho
31.5,88.5,4.2478722901233214e-05,2021-02-15,hcho
31.5,89.0,4.3366109981045495e-05,2021-02-15,hcho
31.5,89.5,3.724185163894647e-05,2021-02-15,hcho
31.5,90.0,3.951317644982377e-05,2021-02-15,hcho
31.5,90.5,3.8562529412901695e-05,2021-02-15,hcho
31.5,91.0,4.389044704906491e-05,2021-02-15,hcho
31.5,91.5,3.544312858875605e-05,2021-02-15,hcho
31.5,92.0,3.5195487960679476e-05,2021-02-15,hcho
31.5,92.5,2.999953974113077e-05,2021-02-15,hcho
31.5,93.0,4.3393409716009386e-05,2021-02-15,hcho
31.5,93.5,3.4064337189946406e-05,2021-02-15,hcho
31.5,94.0,4.012772602562818e-05,2021-02-15,hcho
31.5,94.5,2.9928698409933716e-05,2021-02-15,hcho
31.5,95.0,3.3336409878029684e-05,2021-02-15,hcho
31.5,95.5,4.0268196746641075e-05,2021-02-15,hcho
31.5,96.0,3.996126386362726e-05,2021-02-15,hcho
31.5,96.5,3.747458398686603e-05,2021-02-15,hcho
31.5,97.0,4.219569739458991e-05,2021-02-15,hcho
31.5,97.5,3.718848208279707e-05,2021-02-15,hcho
32.0,67.0,4.60458009757073e-05,2021-02-15,hcho
32.0,67.5,4.3612349762482135e-05,2021-02-15,hcho
32.0,68.0,4.489941279444395e-05,2021-02-15,hcho
32.0,68.5,4.5246086922299504e-05,2021-02-15,hcho
32.0,69.0,3.921171214568822e-05,2021-02-15,hcho
32.0,69.5,4.2130209759405515e-05,2021-02-15,hcho
32.0,70.0,3.9193874519546835e-05,2021-02-15,hcho
32.0,70.5,4.1493829131026895e-05,2021-02-15,hcho
32.0,71.0,3.9452471051777446e-05,2021-02-15,hcho
32.0,71.0,9.11345725635234,2021-02-15,frp
32.0,71.5,3.9962007235191925e-05,2021-02-15,hcho
32.0,72.0,4.726544818327382e-05,2021-02-15,hcho
32.0,72.5,4.2301632473368295e-05,2021-02-15,hcho
32.0,73.0,4.081827398345336e-05,2021-02-15,hcho
32.0,73.5,4.391779548437157e-05,2021-02-15,hcho
32.0,74.0,4.212544885473159e-05,2021-02-15,hcho
32.0,74.5,3.576340001284554e-05,2021-02-15,hcho
32.0,75.0,4.6544261898261636e-05,2021-02-15,hcho
32.0,75.5,3.945665884787247e-05,2021-02-15,hcho
32.0,76.0,4.949116323775512e-05,2021-02-15,hcho
32.0,76.5,4.090483389225474e-05,2021-02-15,hcho
